Item# (SKU),Item Name,Catalog Page,Imprint Area,Product Description,Price Includes,Imprint Method 1,Imprint Method 2,Shipping Weight (lbs),Shipping Quantity,Shipping Dimensions (inch),Packaging,Additional Info,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5,Available Colors,Product Categories,Related Products,Search Keywords
16JAMOCA,16oz. Jamocha Mug,60,"1-3/4""h x 2""w each side or 1-3/4""h x 7-1/2""w wrap.",Ceramic mug with large handle that easily  accommodates 4 fingers.    Individually polybagged.    Egg crate packaging.,One color imprint.,Silkscreen,,35,36,21L x 17W x 15H,Egg crate packaging.  Individually polybagged.,1. Must add  6.25 G  per case of 36 for damage-resistant boxes. All partial case quantities will be automatically rounded to the nearest case amount without notification.  2. No two mugs are exactly the same because they are hand painted. We consider this,144,288,576,1008,2496,3.49,3.35,3.19,2.99,2.85,C,C,C,C,C,"BLACK, MIDNIGHT BLUE, LIME GREEN, WHITE, RED",Drinkware,"MINISTKY, MINIATH, MINWNDFL, BEVRCAD, BCKPKCLR, BANGSTX, FLOS2GO, AUDIOEB, CELLALNG, CORDKPR, COPERCSE, BANDITBK, BERMDAEX, BDGBLANK, CACHONPR, CACHEONY, CALIOPN, CALIOPRO, CARNVPN, BCOKC, BBUY, CLRBLKBK, DBLSQBPK, DRAWBKSK, DRAWSWNW, GOTOTE, HABTSHP, MIN","large ceramic mug, large handle"
16JYMUG,16oz. Journey Mug,28,"2-1/2""h x 2-1/2""w each side or 2-1/2""h x 7-1/4""w wrap",BPA Free!    Double wall insulated.    Thumb slide lid.,One color imprint.,Silkscreen,,16,48,23L x 15W x 16H,,,144,288,576,1008,2496,3.19,3.09,2.99,2.89,2.79,C,C,C,C,C,"BLACK, BLUE, GREEN, RED, SILVER",Drinkware,"11CAFECR, 24ORBTMB, 24REVNEO, 34BUBTVL, ACTSPBTL, TOGOTMB, GRPGRAN, GSDAYTRP, LAZERBTL, CAMOKONE, CACHEPRO, PICNIC, BASEBL, EXMANPNC, CAMOFL, BEACHNIK, DRAWBKSK, CERENJR, BCOKC, SILVHIGH, 6IN1, STAR, HNDWARM, IRWINEXE, BSKTBL, BEVRCDCM, SHOEBAG, INFUSER, ","thumb slide lid, doulbe wall, bpa free"
16KARTMB,16oz. Karma Tumbler,53,"1-1/4""h x 2-1/2""w each side or  1-1/4""h x 9""w wrap",BPA Free!    Double wall with stainless accent band.    Screw-on lid with thumb slide.,One color imprint.,Silkscreen,,14,30,23L x 20W x 9H,,1. This item requires an additional one day production time.  2. Non-microwavable.,90,150,300,600,1020,4.95,4.75,4.45,4.15,3.85,C,C,C,C,C,"STAINLESS W/BLUE, STAINLESS W/BLACK",Drinkware,"DRAWBKSK, JETBKSK, DBLTKDS, INFUSER, ATHENAPN, BARTPEN, NVLATBCS, MINIWIPE, LOLATMBL, CLPCPHAN, MNLNTRL, RBSUNGLS, CRDLSO, CTYSLKNB, CLRTOTBG, CLPSLNCH, CMPFRLGT, TRIBSPK, USBCOLTK, TIDYUPKC, HEARTRE, USBCHRM, USBMTLKR, CINBKPN, TEKTRACK, DRAWSPRT, SAVYHN","double wall, stainless, stainless accent band, bpa free, screw on lid, plastic, thumb slide lid, tumbler"
16ORBTMB,16oz. Orbit Tumbler,22,"2-1//2""h x 3""w on one side  or  2-1/2""h x 8""w wrap",BPA Free!    Double wall insulated acrylic tumbler.    Lid included in color of choice.,One color imprint.,Silkscreen,,11,24,22L x 16W x 8H,,1. Non-microwavable.  2. For cold or hot beverages.  3. One side imprint recommended.  4. Specify tumbler color and lid color on PO.,72,144,288,576,1008,5.29,4.98,4.74,4.39,4.29,C,C,C,C,C,"SMOKE/BLACK, MAROON/CLEAR, RED/RED, BLUE/BLUE, PINK/CLEAR, ORANGE/CLEAR, AQUA/CLEAR, LIME/CLEAR, GREEN/CLEAR, PURPLE/CLEAR, BLUE/CLEAR, BLACK/CLEAR, RED/CLEAR",Drinkware,"AUTOLNG, HATCHBAG, TRVLBLKT, TWNTBCHG, SALNTOTE, JIVEHDPH, FLIPBNDG, MANSALON, TEKTRACK, TEMPRPCK, ELRYKYLT, JUPITPN, LYMBPOCK, METPBKSK, NIKISTPN, TRIBSPK, ULADPTR, ULPOWBK, HEROHT, DESINTMB, UNOMUG, SICWINBG, OASISBTL, CRKNTBK, FNTLBL, MGNTCLDP, SLIDACL","bpa free, acrylic tumbler,  orbspecial, double wall insulated, orbit, solid color lid"
16SATMUG,16oz. Saturn Mug,55,"1-1/2""h x 2-1/2""w each side  or  1-1/2""h x 6-3/4""w wrap",BPA Free!    Stainless steel with plastic liner.    Drink-thru lid.    Black handle with molded grip.,One color imprint.,Silkscreen,,16,25,25L x 22W x 9H,,1. This item requires an additional one day production time.  2. Non-microwavable.,72,144,288,576,1152,6.29,5.99,5.59,5.09,4.89,C,C,C,C,C,STAINLESS,Drinkware,"16VOY_CL, 6PKBG_CL, CTYCLRKT, CARRYCLR, CAMOFL, BUSCLGTG, PONZMNBG, PNCFLBTL, MUTRDVTL, MASTRTL, MANHATTB, TPTPTMB, WVEBKPK, DBLSQBPK, BTLCAD, FLIPPORT, FITNFAB, FOURPWBK, FLPNCHG, HOTSHTGL, HANCCKPN, SVNUNOCP, GOTOTE, NYLFLYER, TRVBKPK, METROBK_CL, HANSP","unique, ringed, stainless, molded, plastic, handle, steel"
16SATTMB,16oz. Saturn Tumbler,55,"1-1/2""h x 2-1/2""w each side  or  1-1/2""h x 8-1/2""w wrap",BPA Free!    Stainless steel with plastic liner.    Drink-thru lid.,One color imprint.,Silkscreen,,14,25,9L x 19W x 19H,,1. This item requires an additional one day production time.  2. Non-microwavable.,72,144,288,576,1152,5.99,5.69,5.29,4.79,4.59,C,C,C,C,C,STAINLESS,Drinkware,"SUNTOT, ZIPCOOL, GSRVTQSR, SILBTLKC, TCHKYCN, IWEARST, CFLYERT, INSHPTOT, SMOOTHMV, ENDUTRIT, TRVLBLKT, USBPEN, SFTYSTRB, LED17FLH, LNCHBDY, JAVAMUG, OVLTROPN, GFBXTMB, NEOCLONE, NEOCLTWO, CAMOKONE, COVCLBD, MAGNACLP, PERFRBTL, GRPBOLD, CLASSTRAV, GSDYTPJ","steel, stainless, plastic, ringed, bpa free, drink thru lid, unique"
16SUPRDM_CL,16oz. Super Dome Tumbler - Closeout,,"2-1/2""h x 2-1/2""w each side   or  2-1/2""h x 8-1/2""w wrap",BPA Free!    16oz. double wall insulated with colored dome lid and matching curly-q straw.    Twist top with silicone plug to secure straw.,One color imprint.,Silkscreen,,,,,,Non-microwavable,,,,,,,,,,,,,,,,"RED, ROYAL BLUE",Drinkware,"AEROBKSK, CHIBGLAM_CL, ACTDUFL_CL, CARRYON, CHIBGLAM, 28TALNCL, 2HANSAN, 20TINTBB, 20FRSTBB, BIKEBTLC, BIOCUP, CFLYER, 16FRE2GO, 16JYMUG, 30POLYCL, 20STD2GO, 16FREFAC, 20NEONSS_CL, 20DWREV_CL, 10CONTAP_CL, 16FREFAC_CL, 17OUTBK_CL, 16VOY_CL, 16FREONE_CL, 2",
16VOY_CL,16oz. Voyager Mug - Closeout,,"1-3/4""h x 2-1/4""w each side  or 1-3/4""h x 7""w wrap",Double wall insulated.     Screw on slider lid.,one color imprint.,Silkscreen,,,,,,"1. White, Metallic Silver, or Metallic Gold imprints are recommended on darker colored mugs.  2. Non-microwavable.   3. Hand wash only.  4. Shipped in case pack quantities of 36 only.",144,,,,,2.79,,,,,C,,,,,TRANS BLUE,Drinkware,"QUENBTL, ALCHMYPN, TOGOTMB, GRPGRAN, 22FREDOM_CL, AUTORGZ_CL, BRANDCHG, ALBCOKC_CL, CORDKPR, CLRFILE, CLRBRITE_CL, CARATIZE, SICWINBG, STREABTL, SOLCHRG, SVNUNOCP, SPLSTOTE, SPIRSTPN, SPRINBTL, SILIPOCK, SILICOME, SPINPWBK, HABTSHP, TWISTPN, LNZSTPN, SCEN",voyagerscrew on slider lid
17GEOBTL,17oz. Geo Aluminum Bottle,49,"3-1/4""h x 3""w each side  or   3-1/4""h x 7-1/2""w wrap",BPA Free!    Aluminum with metallic color finish.    Twist top lid.    Carabiner included.,One color imprint.,Silkscreen,,13,50,30L x 16W x 9H,,1. This item requires an additional one day production time.  2. Non-microwavable.  3. Carabiner not intended for climbing.,150,250,500,1000,2500,3.79,3.63,3.45,3.29,3.09,C,C,C,C,C,"RED, BLUE, SILVER",Drinkware,"BREAKER, TERRNBK, OXFRDJOT, WIPEOUT, MULMDKPR, SILICOME, BEACHNIK, PNPALNBK, SUNSPYLB, SWAMPJUI, PNCFLBTL, RULRCLSI, SUMMCMBO, LPMEDPCH, AUDIOEB, CMPFRLGT, PHNTMFLS, SPLSTOTE, SVNUNOCP, PNKYHY, KPCLTWL, FXHEADPH, SILIPINT, SHKCLRKT, TTLPROV1, GELEHIGH, TE","aluminum, bpa free, carabiner lid, geo, twist top lid"
17OUTBK,17oz. Outback Bottle,49,"2-1/2""h x 2-1/2""w each side","BPA Free!    Stainless steel bottle with twist top lid with finger hold.    Optional carabiner sold separately and available in blue, red, black and green.",One color imprint.,Silkscreen,,15,50,30L x 16W x 10H,,1. Non-microwavable.  2. Requires an additional one day production time.  3. Carabiner not intended for climbing.,100,300,500,1000,2500,4.99,4.85,4.49,4.19,3.99,C,C,C,C,C,"Red, SILVER, MATTE METALLIC SILVER",Drinkware,"LPMEDPCH, RLTRVMG, RLTRMBL, SHKCLRKT, TRSTRBG, SHKSDST, RLCPCLKT, MINIDESK, SUNSPYLB, UNOMUG, CFLYERT, PNPXLNB, CARLEYPN, ITABSLV, GOLFBALL, DESKBOX, FLOS2GO, DSKMIR, FLEXRULE, EXERBODY, LENSCLN, MICRCLTH, MICRPHKY, COLKEVPK, BLAKEHI, BRZYLNGR, WIPEOUT, B","outback, stainless steel, finger hold, bpa free, twist top lid"
17OUTBK_CL,17oz. Outback Bottle - Closeout,,"2-1/2""h x 2-1/2""w each side","BPA Free!    Stainless steel bottle with twist top lid with finger hold.    Optional carabiner sold separately and available in blue, red, black and green.",One color imprint.,Silkscreen,,,,,,1. Non-microwavable.  2. Requires an additional one day production time.  3. Carabiner not intended for climbing.,,,,,,,,,,,,,,,,GREEN,Drinkware,"BIKEBTLC, 30POLYCL, ACTSPBTL, AEROBKSK, CHIBGLAM_CL, ACTDUFL_CL, CARRYON, CHIBGLAM, 28TALNCL, 2HANSAN, 20TINTBB, 20FRSTBB, BIOCUP, CFLYER, 16FRE2GO, 16JYMUG, 20STD2GO, 16FREFAC, 20NEONSS_CL, 16SUPRDM_CL, 20DWREV_CL, 10CONTAP_CL, 16FREFAC_CL, 16VOY_CL, 16F","finger hold, outback, stainless steel, bpa free, twist top lid"
18FLPFRE,18oz. Flip Top Freedom Tumbler,18,"3""h x 3-1/4""w each side or  3""h x 8-1/2""w wrap",BPA Free!    Double wall insulated acrylic tumbler with flip top sipper lid.    High quality and unique design.,One color imprint.,Silkscreen,,13,24,15L x 17W x 13H,,Non-microwavable,72,144,288,576,1008,6.09,5.89,5.69,5.39,4.99,C,C,C,C,C,"CLEAR/BLACK LID, RED, BLUE, PURPLE, LIME GREEN, FUCHSIA",Drinkware,"CLPCPHAN, DENALIPN, ELLSWORT, SUNTOT, SIPNSTYL, SUNLOTON, STCHSWKT, SOLARPN, SPRACLMC, SUNSTCK, SHOTABST, SAVVYPN, RLCPCLBG, RDTRPPR, RETRVKL, PNKYHY, RTRMDLNG, POWBANK, SAXONPN, SHKSDST, GRPBOLD, TTLVLCTY, TRVLBLKT, FTNSDUFL, HATTRIKKT, FUSEBOX, FRQNTLGT","sipper lid, double wall insulated, flip top, frespecial, bpa free, acrylic tumbler, unique design"
18HYFLAT,18oz. Hydra Flat Bottle,44,"1-1/2""h x 2-1/4""w one side",BPA Free!    Silver frame flat bottle with unique bottle design decoration.    Silver carabiner included.    Push pull lid with tethered cap.    Folds flat for easy storage.,One color imprint.,Silkscreen,,8,100,13L x 18W x 8H,,1. Volume and shape of bottle varies according to contents.  2. Not intended for hot beverages.  3. Freezable.  4. Carabiner not intended for climbing.,150,250,500,1000,2500,3.19,2.99,2.75,2.55,2.39,C,C,C,C,C,"PURPLE, ORANGE, BLUE, GREEN, RED",Drinkware,"SILBRACD, COLKKLR, CHIBGLAM, BSKTBL, BASEBL, CLPCPHAN, AUDIOEB, AUTOLNG, BERMDAEX, BDGBLANK, CALKBLK, PIGGYBNK, CACHEONY, CALIOPN, DIXIJAR, FUSEBOX, LNZSTPN, PADPOD, PARSNYPN, DBLCLPSL, INSHPTOT, LPMEDPCH, REEFBKSK, UNOMUG, WATMEDPC, WTRTBPCH, DESKBOX, CA","summer2014, push pull lid, thethered cap, flat bottle, easy storage, bpa free, unique design"
20DWREV,20oz. Double Wall Revolution Tumbler,20,"1-1/2""h x 3""w one side  or  1-1/2""h x 8""w wrap",BPA Free!    20oz. double wall acrylic with stylish rubber  grip and unique stirring straw.,One color imprint.,Silkscreen,,14,24,12L x 33W x 9H,,"1. US Patent D,649,389, D,664,812 and other patents pending.  2. Non-microwavable.  3. One side imprint recommended.",72,144,288,576,1008,6.99,6.69,6.29,5.89,5.49,C,C,C,C,C,"LIME, BLACK, BLUE, RED, AQUA",Drinkware,"20DWREV_CL, 10CONTAP_CL, BARBRTLT, 2DRINKWP, 2DRINKEM, BOMBTSK, BAYCLTOT, CANDLELT, STREABTL, TURNTMB, TROOPTMB, QUENBTL, DBLCLPSL, HATTRKBO, HATTRIKKT, PNCFLBTL, SICWINBG, SILISHOT, DESINTMB, MANHATTB, MEALTOGO, PRISTMB, SILIPINT, RLTRMBL, COLRNKT, DRYIT","unique straw, bpa free, double wall, rubber grip, screw on lid, acrylic"
20DWREV_CL,20oz. Double Wall Revolution Tumbler - Closeout,,"1-1/2""h x 3""w one side  or  1-1/2""h x 8""w wrap",BPA Free!    20oz. double wall acrylic with stylish rubber  grip and unique stirring straw.,One color imprint.,Silkscreen,,,,,,"1. US Patent D,649,389, D,664,812 and other patents pending.  2. Non-microwavable.  3. One side imprint recommended.",,,,,,,,,,,,,,,,"Orange, Purple",Drinkware,"20DWREV, 10CONTAP_CL, AEROBKSK, CHIBGLAM_CL, ACTDUFL_CL, CARRYON, CHIBGLAM, 28TALNCL, 2HANSAN, 20TINTBB, 20FRSTBB, BIKEBTLC, BIOCUP, CFLYER, 16FRE2GO, 16JYMUG, 30POLYCL, 20STD2GO, 16FREFAC, 20NEONSS_CL, 16SUPRDM_CL, 16FREFAC_CL, 17OUTBK_CL, 16VOY_CL, 16FR",
20FLATFL,20oz. Flat Foldable Bottle,45,"3""h x 2""w one side",BPA Free!    20oz. Flat foldable bottle.    Folds flat when empty for easy travel and storage.    Exclusive design is pre-printed on bottle.,One color imprint.,Silkscreen,,,,,,"1. Volume and shape of bottle varies according to contents.  2. Not intended for hot beverages.  3. Due to size of cap, item will ship with a warning sticker for possible choking hazard.",150,250,500,1000,2500,2.99,2.75,2.55,2.35,2.19,C,C,C,C,C,"BLUE, RED, GREEN, BLACK",Drinkware,"SILICOME, BEACHNIK, HNDWARM, SUNSPYLB, WATMEDPC, SWAMPJUI, PNCFLBTL, SUNTOT, RULRCLSI, SUMMCMBO, LPMEDPCH, AUDIOEB, CMPFRLGT, PHNTMFLS, SPLSTOTE, SPRINTSS, SVNUNOCP, PNKYHY, KPCLTWL, FXHEADPH, SMOOTHMV, SILIPINT, SHKCLRKT, SOLARPN, POWBANK, FUSEBOX, MINIW","easy travel and storage, bpa free, flat foldable bottle"
20FRSTBB,20oz. Sport Bottle,36,"2""h x 3""w each side",BPA Free!    Water bottle with push pull lid.,One color imprint.,Silkscreen,,14,100,24L x 18W x 18H,,,300,500,1000,2500,5000,1.55,1.49,1.39,1.29,1.19,C,C,C,C,C,FROST,Drinkware,"CHIBGLAM_CL, ACTDUFL_CL, CARRYON, 20NEONSS_CL, 16SUPRDM_CL, 20DWREV_CL, 10CONTAP_CL, 16FREFAC_CL, 17OUTBK_CL, 16FREONE_CL, SILBRACD, CAPRSTPN, ASTRAT_CL, AUGUSPEN_CL, ASTRA_CL, ARROWCLP_CL, CALKTT_CL, CALLCASH, CLRFILE_CL, ZGZGBKSK, REEFBKSK, STADBLKT, CH","push pull lid, bpa free, sport bottle"
20INLET,20oz. Inlet Bottle - Closeout,123,"2""h x 2-1/4""w each side",BPA Free! Aluminum bottle with flip top drink thru lid. Wide mouth bottle. Clear accent lid cover.,One color imprint,Silkscreen,,22,50,30L x 16W x 11H,,1. This item requires an additional 1 day production time.    2. Non-microwaveable.   3. Hand wash only.,100,300,500,1000,2500,6.59,6.25,5.79,5.19,4.24,C,C,C,C,C,"GREEN, RED",,"PADPOD, MEDIASTA, PARSNYPN, CARRYON, BASEBL, CLPCPHAN, BNDYBRT, BMBONBK, PIGGYBNK, CANUSAVE, BANGSTX, CLASSTRAV, DIXIJAR, FUSEBOX, LNZSTPN, TPTPTMB, TOGOTMB, THMGOBTL, TRVBKPK, BREAKER, DBLSQBPK, WIPEOUT, GOTOTE, WVEBKPK, SWAMPJUI, SOLSTPN, MANSALON, MULM",eqp
20NEONSS_CL,20oz. Neon Super Sipper - Closeout,,"2""h x 2-1/2""w each side or 2""h x 7-1/2""w wrap",BPA Free!    Water bottle with flip top sipper lid.,One color imprint,Silkscreen,,,,,,,,,,,,,,,,,,,,,,"NEON GREEN, NEON YELLOW",Drinkware,"AEROBKSK, CHIBGLAM_CL, ACTDUFL_CL, CARRYON, CHIBGLAM, 28TALNCL, 2HANSAN, 20TINTBB, 20FRSTBB, BIKEBTLC, BIOCUP, CFLYER, 16FRE2GO, 16JYMUG, 30POLYCL, 20STD2GO, 16FREFAC, 16SUPRDM_CL, 20DWREV_CL, 10CONTAP_CL, 16FREFAC_CL, 17OUTBK_CL, 16VOY_CL, 16FREONE_CL, 2",
20STD2GO,20oz. Stadium 2 Go,25,"2-7/8""h x 3-1/4""w each side or 2-7/8""h x 7-1/2""w wrap",BPA Free!    20oz. stadium cup with clear snap on lid with swirl design and striped straw.    Stadium cup color options.    Mix and match cup to straw.,One color imprint.,Silkscreen,,39,500,18L x 15W x 18H,,1. Non-microwavable.  2. Additional straw color of your choice  .40 G  per straw. Packs of 24 only.,500,750,1000,2500,5000,1.85,1.75,1.69,1.55,1.45,C,C,C,C,C,"NEON ORANGE, NEON GREEN, NEON PINK, WHITE, BLUE, RED",Drinkware,"CORDKPR, CARAKEYR, 22FREDOM_CL, AUTORGZ_CL, ALBCOKC_CL, CLRBRITE_CL, SICWINBG, SOLCHRG, SVNUNOCP, SPLSTOTE, SPIRSTPN, SPRINBTL, SPINPWBK, HABTSHP, TWISTPN, SCENRVBR, IGGINFSR, OASISBTL, LPMEDPCH, RLTRVMG, RLTRMBL, SHKCLRKT, TRSTRBG, RLCPCLKT, PICNIC, MINI","frespecial, tangerinetango, stripped swirl straw, clear snap on lid, bpa free"
20TINTBB,20oz. Sport Bottle,36,"2""h x 3""w each side",&bull; BPA Free!  &bull; Water bottle with push pull lid.,One color imprint.,Silkscreen,,14,100,24L x 18W x 18H,,,300,500,1000,2500,5000,1.55,1.49,1.39,1.29,1.19,C,C,C,C,C,"Tinted Blue, Tinted Green, Tinted Pinkish Red",Drinkware,"16VOY_CL, 25QUEST_CL, PNCFLBTL, STANRMVR, MINISTKY, SNGLSCPM, COMJOTPN, MINIWRIT, CLRFILE, BASEBL, CARATIZE, 20INLET, 24AERIAL, 24REVOTL, 28TALNCL, BIKEBTLC, 17GEOBTL, 16JYMUG, 16JAMOCA, 12BISTRO, 16CORTMB, 14ECONMG, 16KARTMB, 16GRPSS, THMGOBTL, 20FRSTBB,","sport bottle, bpa free, push pull lid"
22FREDOM,22oz. Freedom Tumbler,16,"3""h x 3""w each side    or    3""h x 8-1/2""w wrap.",BPA Free!    22oz. translucent acrylic double wall with matching  PolyPro straw.    O-ring keeps straw in place.    Twist top lid.,One color imprint.,Silkscreen,,15,24,25L x 17W x 9H,,Non-microwavable,72,144,288,576,1008,5.49,5.29,5.09,4.69,4.49,C,C,C,C,C,"BLUE, RED, SMOKE, CLEAR, GRASS GREEN, AQUA, FUCHSIA",Drinkware,"CHRODLUX, BEVRCAD, DIXIJAR, UNOCUP, RIVET, TRIBSPK, FUSEBOX, JIVEHDPH, POWBANK, HATTRIKKT, SILIPINT, SILISHOT, COLKKLR, SOLARPN, UNIUSB, KPCLTWL, FFORTCHG, BNDYBRT, K2USBFAN, DIXIEMUG, LAZERBTL, SPRINTSS, DBLSTBPK, DRAWSPRT, FTNSDUFL, PEAKBKSK, WEBTOTE, D","o ring straw, high qty, double wall insulated, bpa free, summer, translucent acrylic, twist top lid"
22FREDOM_CL,22oz. Freedom Tumbler - Closeout,,"3""h x 3""w each side    or    3""h x 8-1/2""w wrap.",BPA Free!    22oz. translucent acrylic double wall with matching  PolyPro straw.    O-ring keeps straw in place.    Twist top lid.,One color imprint.,Silkscreen,,,,,,Non-microwavable,,,,,,,,,,,,,,,,"GREEN, PURPLE",Drinkware,"BELLATMB, 34BUBTVL, PLASFAN, BUBKEG, SSLENDSP, CHIAMNTY_CL, MINIWRIT, CONCORD, CABANAPN, TRICRKSW_CL, SLMPKTL_CL, TWICEBTL, SODATRIT, MEDIALNG, MEDILNGS, SLKMPNCL, NEONBB, BUSCLGTG, RENPENC, CANOODPN, PIGGYBNK, TAGGEL, VIVIDPN, SPRTYWAV, SLIDMAG, PNPDSGNB",
22GRPNGO,22oz. Grip N Go Grande,30,"1-1/2""h x 3-1/2""w each side or 1-1/2""h x 8-1/2""w wrap.",BPA Free!    PolyPro cup with diamond patterned rubber grip with drink thru lid.    Matching colored rubber non-skid bottom.    Double wall insulated.,One color imprint.,Silkscreen,,16,24,19L x 16W x 13H,,"US Patents D,662,362 S, D,656,365 and D675,524. Other patents pending.",72,144,288,576,1008,6.29,6.09,5.69,5.19,4.89,C,C,C,C,C,"ROYAL, RED, PURPLE, HUNTER GREEN, BLACK",Drinkware,"NTROBKSK, ITABSLV, PNPXLNB, KICKSTND, WRPITUP, ZGZGBKSK, STRAWSTP, STRAWGLT, STCROPNW, STCROPNF, YORKPEN, YORKPNM, CRSCALEX, LCLREX, LCURVEX, CRSCALJR, LCLRJR, LCURVEJR, LTDFLTBL, NEOFLAT, SPRFNBTL, SNGLSCPM, RTBADG, KLPNOTES, LUGSPTOR, LONGTEES, STADBLKT","beverage, cup, colorful, bpa free, black rubber bottom, double wall insulated, drink thru lid, lid, paper cup, poly pro cup, solid color lid"
22IM_CL,22oz. Insulated Mug - Closeout,,"4""h x 3-1/2""w each side or  4""h x 8""w wrap",Double wall insulated construction.    Matte finish.    Lid not included.,one color imprint.,Silkscreen,,,,,,Shipped in case pack quantities of 56 only.,,,,,,,,,,,,,,,,"COBALT BLUE, WHITE",Drinkware,"UNOMUG, 15ORBTMG, CHROM6PK, ULADPTR, DLXPICCL, CYCLONE, 16SATMUG, HNDWARM, PENCIL, NEOCLONE, 16SATTMB, FNTLBL, MINIWRIT, SSLENDSP, CHIAMNTY_CL, CONCORD, CABANAPN, PIVTLKR_CL, MEDIALNG, MEDILNGS, SLKMPNCL, NEONBB, BUSCLGTG, RENPENC, CANOODPN, WONMAT, PIGGY","double wall insulated, drink thru lid, matte finish"
24AERIAL,24oz Aerial Tritan  Bottle,38,"2""h x 2-1/2""w each side.",BPA Free! Tritan  bottle with flip out spout with colored ring.    Wide mouth opening.    Finger loop for convenient carrying.    Withstands freezing and boiling temperatures.,One color imprint.,Silkscreen,,18,50,16L x 17W x 20H,,,100,300,500,1000,2500,5.79,5.55,5.29,5.09,4.99,C,C,C,C,C,"SMOKE/BLUE, SMOKE/GREEN, SMOKE/RED, BLUE/BLUE, SMOKE/BLACK",Drinkware,"PLASFAN, CHIAMNTY_CL, MINIWRIT, TRICRKSW_CL, SLMPKTL_CL, MEDIALNG, MEDILNGS, SLKMPNCL, NEONBB, RENPENC, TAGGEL, SPRTYWAV, 22FREDOM_CL, PNPDSGNB, YORKPEN, TRVSETBG_CL, SAVYHND, GLFPKATH, CRWNGRPT_CL, RBSUNGLS, MULTTASK, K2USBFAN, SUNSPYLB, CLIPRND, HATTRIK","wide mouth opening, can be boiled, bpa free, finger loop, flip out spout, trian bottle, withstands freezing"
24ORBTMB,24oz. Orbit Tumbler with Lid,23,"2-1/2""h x 2-1/2""w one side or 2-1/2""h x 10-1/2""w wrap",New colors added!    BPA Free!    Double wall insulated acrylic tumbler with solid lid.    Tumbler will fit into most car drink holders.    Lid included in color of choice.,One color imprint.,Silkscreen,,15,24,9L x 26W x 18H,,1. Non-microwavable.  2. For cold or hot beverages.  3. One side imprint recommended.,72,144,288,576,1008,6.29,5.99,5.69,5.39,4.99,C,C,C,C,C,"RED / RED, GREEN / HUNTER GREEN, BLACK / SMOKE, RED / CLEAR, PURPLE / CLEAR, BLACK / CLEAR, GREEN / CLEAR, BLUE / CLEAR, ORANGE / CLEAR, PINK / CLEAR, AQUA / CLEAR, LIME / CLEAR",Drinkware,"TOGOTMB, 6PKTPATH, 9TEDVPKL, 5TEDVPKL, ARROW, 12PKCAMO, 6PKBG, ADVENBPK, 9TEEPKL, ALBCOKC, ALOHAPN, APPLE, ALCHMYPN, 6IN1, 2HANSAN, ARROWCLP, AEROBKSK, BEACHNIK, BELLATMB, TPTPTMB, HAPHRTMB, CRVGRPBL, 6PKWAVE, 20INLET, HANSPRAY, RETRAKYR, PARAPN, CALIPEN,","bpa free, double wall insulated, orbit,  orbspecial, acrylic tumbler, solid color lid"
24REVNEO,24oz Revolution Tumbler,19,"1-1/4""h x 3""w one side  or  1-1/4""h x 8-1/2""w wrap.",BPA Free! 24oz. single wall tumbler with stylish rubber grip and unique stirring straw.    Band features a swirl design that compliments the swirl lid.,One color imprint,Silkscreen,,10,24,8L x 33W x 13H,,"1. US Patent D,649,389, D,664,812 and other patents pending.  2. Non-microwavable.  3. One side imprint recommended.  4. We strongly suggest requesting a sample of the neon colors before placing PO. Neon colors do not accurately reproduce in catalog print",72,144,288,576,1008,5.79,5.59,5.29,4.89,4.49,C,C,C,C,C,"NEON PINK, NEON BLUE, NEON ORANGE, NEON LIME",Drinkware,"6PKBG_CL, 16VOY_CL, MEDIALNG, RTRMDLNG, FLPNCHG, MEDLNUSB, SOUNDEAR, LOLATMBL, BARBRTLT, 2DRINKWP, 2DRINKEM, BOMBTSK, BAYCLTOT, CANDLELT, DBLVISN, LEDTORCK, SPRTYWAV, RETRFLSH, MICRPHKY, RIVET, HSEKYHLD, CARAKEYR, GSRVTQSR, CARASTRP, QUADCANV, SILBTLKC, T","ssrevpromo, single wall, newneon, bpa free, rubber grip, summer"
